"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.85197606604836	1.71839641190152	2.71621397834135	2.3920739720607
1.19222162361393	1.17152323647442	1.36814129835736	1.33919244276044
1.38953163253104	1.36267090278018	1.29405880551977	1.28059006473611
1.74714919947303	1.7365379016255	1.91984433992987	1.91685716176736
1.81592804822699	1.81156402583005	2.08232670672419	2.07757122590689
1.65724891106624	1.6528394280276	1.92229701431538	1.91472110334012
1.74061871974165	1.7425005970992	2.13054775522889	2.1303591073173
1.7516006936017	1.74888214594012	2.07897348379912	2.07575295740162
1.69510460993638	1.69289096034134	2.08152538946991	2.07858954754048
1.71843947214713	1.71389526272378	1.99877637037663	1.99499442925119
