"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
2.13192497178082	2.08984774343542	5.17735044428648	4.2435464241527
2.11744478236428	2.00024401114385	3.2089471183809	2.9233509115952
2.48902825910904	2.48207552074206	3.05101318761251	2.97112361750922
1.86373213439509	1.84952102059667	2.03499811847295	2.03135417249451
1.88756884730856	1.88019386551164	2.28129738041236	2.2683357295371
1.75609056476751	1.74391298953612	2.03752871897666	2.02016440881791
1.70533247190205	1.70855596217136	2.040391276249	2.04018083864081
1.76908216397536	1.76261006499229	2.05226914976631	2.04746922120457
1.73435869780689	1.7282753923362	2.08018800620926	2.07531086354227
1.75880295339792	1.75220217881228	2.03522025740357	2.02956177263876
