"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.85197606604836	1.71839641190152	2.65268483866859	2.44156889704723
1.19222162361393	1.17152323647442	1.38165126136237	1.35361478372466
1.38953163253104	1.36267090278018	1.36489902656528	1.3420322157159
1.74714919947303	1.7365379016255	1.87149756463638	1.87223005130091
1.81592804822699	1.81156402583005	2.09712438372903	2.09217796520007
1.65724891106624	1.6528394280276	1.89027224112289	1.88092763084819
1.74061871974165	1.7425005970992	2.03197175892548	2.03284756743538
1.7516006936017	1.74888214594012	2.01098728732375	2.00959391487643
1.69510460993638	1.69289096034134	1.98907593685866	1.98766785882137
1.71843947214713	1.71389526272378	1.94976271480474	1.94670413156831
