"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
0.946819545430895	0.960597126486165	0.896400610676294	0.888217829631806
0.970362651738689	0.963446104298947	0.874934674718649	0.875074555802415
1.26301140090718	1.23955787363365	1.15423451336473	1.14195132342282
1.09655570678852	1.09990422415579	1.0351190615415	1.0351869785841
1.22905734514894	1.22362444812939	1.19874578831211	1.19632702864405
1.08799882577887	1.09069118847826	1.10947751961487	1.10953423069423
1.09665471676621	1.0987149850923	1.08027858325269	1.08126457635571
1.12298787867387	1.11892806204706	1.10568379766312	1.10038733900299
1.20318806854081	1.20487754437186	1.19583403879697	1.19831545737152
1.28384249797582	1.27975151189908	1.39174100028717	1.38519771312581
