"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
0.819547666423209	0.803394646364329	0.795194949935789	0.711207052484727
0.936041964783395	0.923332333302885	0.773067832414293	0.769883585555215
1.2957882600602	1.27525102558223	1.17229619428894	1.16266584087332
1.12568155818267	1.14196308600094	1.03530125072991	1.04061415241871
1.24394991128976	1.23601610283232	1.23083809320747	1.22779308247173
1.11054211172891	1.11319971465812	1.16443360497789	1.16309766854705
1.08930883047698	1.08956281857821	1.07213398339986	1.07180152713184
1.11233347100208	1.1078527291623	1.0991088807919	1.09274777123794
1.15358728476761	1.15346996235737	1.13352379027738	1.13394422891646
1.28332462494238	1.27919840595799	1.42143734210462	1.41435591834246
