"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.10528571758117	1.39464579563793	1.13513889487685	1.26454342217732
1.29432192978781	1.40225353408623	1.19095700518097	1.22772779792892
1.50181906996222	1.58627357254525	1.41459067367637	1.45185427626789
1.43493169986747	1.48009233060459	1.3907964241827	1.4511677073314
1.33484575351517	1.33585512803964	1.37964890868186	1.38839556511009
1.3800856554727	1.38976432249397	1.38861468985531	1.40396275848815
1.40507447726723	1.40673565069216	1.42106240074588	1.43227927947544
1.33991906219129	1.33674272090825	1.31505067782962	1.31537115489515
1.25760867906686	1.26729953001233	1.3107031688042	1.31828980276983
1.31984346604457	1.32879933391214	1.31915368097943	1.3323414446342
