"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
1.45616542216121	1.53616973528678	2.04481836313386	2.0167751735675
1.8171847980065	1.85190699768345	2.44093071591455	2.40947695024025
1.64849282172465	1.62704706324632	1.86592719612035	1.8361252794033
1.57714274803757	1.56539520603742	1.70816221178469	1.69447829930261
1.52340399838811	1.51214993804862	1.77259532686139	1.75322315358774
1.5206202063817	1.51757074276154	1.6470185060027	1.6390029008684
1.40632310983661	1.4016684303914	1.59537880437777	1.58818346636464
1.35220011693279	1.34867294627838	1.4785918877365	1.47357621847701
1.3506646941893	1.34836385763938	1.44424612567587	1.4379815260314
1.36945774630709	1.36010246732942	1.47840066371699	1.46928053134017
