"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
1.71640529273397	1.90454657165863	2.28607525573367	2.28975001914374
1.8490385914701	1.83926992888793	2.24884960964612	2.21873509395676
1.70883233969168	1.69859774114919	2.03590915719441	2.02371880107138
1.67806393940807	1.66897084608615	1.9673004989891	1.96646055667643
1.67689993499844	1.67225548406377	1.91709862936977	1.90733566814144
1.75060112566011	1.7524004224229	1.9922454185611	1.99503592602122
1.8423588579727	1.83048191387132	2.13075929703438	2.11698488864414
1.70482706639986	1.69962448838236	2.05127185239036	2.0452742689825
1.8688839802731	1.85748693913019	2.17588453418932	2.16198585513512
1.75415564933536	1.74512025822768	2.16264668482428	2.15376732085748
