"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.42959198760578	1.5597220939404	1.48251406735532	1.50841308271279
1.68311929489931	1.69888843027954	1.86200058040614	1.86593898579601
1.61948108114923	1.61944417337186	1.83252154331971	1.83048701997571
1.60109980001468	1.60232379806263	1.82431438707214	1.82876804944204
1.57275152002462	1.57354076334209	1.79909819078895	1.79357173707686
1.6915029215822	1.69845913434894	1.87649790360623	1.88419964828163
1.74307051325737	1.73647698818714	2.01813768010295	2.01375779387595
1.69156458943674	1.69065577750829	1.96287155223115	1.96439674270587
1.79474611881748	1.7905378920731	2.075194466297	2.06940047723772
1.691588003758	1.68586891882455	2.04896994577378	2.04603463899326
