"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
1.84890064042577	2.41081300180277	2.86008107549118	2.20381685922088
2.0473400391527	1.98632664731375	5.06033338558239	4.82612111685774
1.47434694628434	1.45790267645016	1.60016545592156	1.58325700582314
1.46860911863016	1.44655838500896	1.62022944339961	1.59656654234953
1.40623000705736	1.39944966047378	1.49403606441161	1.48177004343568
1.34866501236961	1.33993120639248	1.47757422064128	1.46669005709557
1.39294492693089	1.38283330954885	1.46040300946237	1.45257510478816
1.40504943845158	1.40225543165706	1.48724289458941	1.48260281552775
1.35427664941191	1.35195816521911	1.46724728793242	1.46201955536443
1.32827109886387	1.32295492816178	1.46302573866523	1.45720063965402
