"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
0.749732817875787	0.720276257534122	1.56305777421808	1.45595078164244
1.18714845352031	1.17072823231931	1.29068579988294	1.26144906721627
1.33987667076272	1.33415764154096	1.39219040975666	1.38843886685425
1.40279875826078	1.39574035701351	1.48202697159461	1.47462522207426
1.35149387228988	1.35004102617869	1.4426867810935	1.4388595538775
1.30931053557513	1.30446100289216	1.4027532953645	1.39808072312582
1.38542878271242	1.38145041846326	1.44582933641901	1.44453390217205
1.37736849472806	1.37799716342017	1.46692159428408	1.46674957647505
1.32566397203412	1.32561260070181	1.42054592046515	1.4196033777497
1.34141209802556	1.3383281378091	1.44763129402675	1.44515067343463
