"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
0.976880009950466	0.824475436155745	0.964290712297619	0.862186902359447
1.00661553472842	1.11763816398555	0.784653266201677	0.859063440204536
1.10240556137954	1.12791547149404	0.924135726631389	0.955515410157041
1.0620197265043	1.09242512843623	0.975345930904139	1.01798685832182
1.14098030513112	1.13017598618765	0.999179737828855	1.00583741240363
1.14809212210557	1.16384677089049	1.06952275870483	1.08804019779572
1.11425687971554	1.1075676320452	1.03696026416431	1.04425060964266
1.12005498444221	1.11736881050318	1.08512978777866	1.08513793814468
1.19482731638835	1.19518212105256	1.16623966370039	1.16902943975798
1.23704926060624	1.22737109925099	1.24270748045005	1.22655318764853
