"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.10528571758117	1.39464579563793	1.31479664405468	1.50159775196935
1.29432192978781	1.40225353408623	1.44781792096066	1.49807014156017
1.50181906996222	1.58627357254525	1.62201540532241	1.6729429026967
1.43493169986747	1.48009233060459	1.53702845989114	1.58032525963072
1.33484575351517	1.33585512803964	1.42455313799951	1.43212776426625
1.3800856554727	1.38976432249397	1.47070048536979	1.48432982649024
1.40507447726723	1.40673565069216	1.44867270491162	1.45769597568252
1.33991906219129	1.33674272090825	1.40682752411754	1.40012521022123
1.25760867906686	1.26729953001233	1.34021607476682	1.34260322839298
1.31984346604457	1.32879933391214	1.36345926615361	1.37056588893512
