"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.14244721216026	1.15734309018091	1.32287916003883	1.34375400320118
1.10465333180232	1.10616729905238	1.12535982199673	1.12040180593208
1.10467346664287	1.09769313409786	1.15894092658738	1.15388300701617
1.38010826232624	1.37504723710547	1.43856408883914	1.43342726849302
1.38171781782256	1.38611510772963	1.45350080685625	1.45792841419314
1.38267928323863	1.38331951008035	1.45358432661782	1.45219333364773
1.43985935910592	1.4423331989002	1.4939656029788	1.4953376645428
1.45841559624439	1.45880202617028	1.4819795346524	1.47907540259848
1.41444360205638	1.41201005501251	1.51061926018152	1.50614404058916
1.42528424403319	1.42606263494218	1.48934315856678	1.49069197050155
