"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.53812180229744	1.82903286473083	1.72955077057482	2.07740385115827
1.1177496223216	1.09504095826203	1.25147815931285	1.24050240027655
1.22237039716041	1.22785004775804	1.47057319962671	1.47198335009784
1.41174731943353	1.40784642719551	1.52561780367135	1.52534205727118
1.57275152002462	1.57354076334209	1.79909819078895	1.79357173707686
1.6915029215822	1.69845913434894	1.87649790360623	1.88419964828163
1.74307051325737	1.73647698818714	2.01813768010295	2.01375779387595
1.69156458943674	1.69065577750829	1.96287155223115	1.96439674270587
1.79474611881748	1.7905378920731	2.075194466297	2.06940047723772
1.691588003758	1.68586891882455	2.04896994577378	2.04603463899326
