"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
1.43183470325738	1.55339107977105	1.4083323987824	1.43681804267102
1.60482465695263	1.62078411391272	1.67048601764723	1.68971895395737
1.48168482096038	1.48312984864002	1.49017291083126	1.48882581612555
1.45735061455984	1.45634403790862	1.4246477900485	1.41994069997508
1.44462213426511	1.44489050037375	1.57185635461953	1.56853127134226
1.48243494448131	1.48358627247102	1.48282314066726	1.48218174642383
1.37878634079017	1.37620167965567	1.49516464129784	1.49283085871778
1.33114582338423	1.33118876942914	1.39893172805727	1.39819810320048
1.3388332168886	1.3384030968615	1.43156989648005	1.42853114182362
1.33408390795294	1.33127232423235	1.41904237188493	1.41655836479259
