"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
0.845909090493992	2.27387077588554	2.96288832867645	4.85562482012924
1.41489334202138	1.74069664278631	1.63051326491363	1.96955444088547
1.48838170889302	1.4614989156142	1.65921760878257	1.60647859243859
1.32550807595166	1.30640823879257	1.39610800169554	1.37075731996845
1.44147643077528	1.40552664343226	1.52979063804704	1.49205506430238
1.52885039895788	1.51028630897809	1.59996634695723	1.5746381342698
1.34034673639577	1.34278764269224	1.44608418905054	1.43386107400685
1.34040828571304	1.33827037065089	1.41490764734411	1.40355149723866
1.37251399233598	1.37188072618598	1.48579769105322	1.48294180455303
1.29990828633854	1.28992224391645	1.36743688382248	1.35688626371091
