"V1"	"V2"	"V3"
0.000919332920433004	-29.9317146033424	0.000919560524111875
0.00986692928168552	-9.73113679244192	0.00988216962946942
0.00692401146734368	6.27128691528809	0.00693115946254616
0.00527510971467913	1.32713031494553	0.00527544061868355
0.00368950062169825	-3.49761780594739	0.00369169702554603
0.0030070639979981	-3.61301142426872	0.00300947017760842
0.0026771812377057	2.02726815375429	0.00267794355261145
0.00246313730384648	-1.43778704815767	0.00246355975314243
0.0020108802958959	-2.27826425778994	0.00201186955181383
0.00186297523561916	0.443382043549916	0.00186301093980846
0.287321731881741	8.42350517782898	0.287333022464439
0.0956655263795927	4.29868213998192	0.0971514840844758
0.0594379013792194	1.25065067496806	0.0595602302454209
0.0446351645328649	1.35200065846387	0.0447767480703589
0.0302580859095361	1.41117884828979	0.030412744777767
0.0247152039098829	1.30233836907162	0.0248460059806292
0.0212231884006693	0.43656517267407	0.0212378460625235
0.0200242332033363	0.871979050455823	0.0200819020394727
0.0157650107036389	0.823484069748284	0.01581686333199
0.0148490677458813	0.437067355091408	0.0148637576487215
