"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
0.83454109674066	0.841287912264596	1.09718027186548	1.07706284422991
1.05206520851557	1.04127338717614	1.05993444508462	1.04632336733028
1.15922794775841	1.16017599567762	1.15027113539924	1.15037013109018
1.0778087417529	1.07775770529474	1.04876538571817	1.04762914162711
1.15073747348745	1.14941634661784	1.17000735150987	1.16848516508344
1.15712344242347	1.15724138005085	1.1436065247898	1.14408551519078
1.13856564632919	1.13686018753246	1.13927540713391	1.13765231284823
1.1196351864361	1.11680942030814	1.1213648268395	1.11951919374444
1.13923260121038	1.13652998928125	1.14649332671241	1.14469473476822
1.13377245031057	1.13314397690613	1.15825608819511	1.1576409574438
