"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
0.811440856795761	0.880124048689047	0.896440612243953	0.877217125212789
1.11252766924225	1.06881458427411	0.816960580763061	0.810499944579025
1.14085458298467	1.13493199224186	1.20183885399396	1.19536320462487
1.13721641291036	1.12766834055877	1.10478397729185	1.09359071812181
1.17155912651672	1.16160054427483	1.2098890033795	1.19885613738313
1.18530761025155	1.17985340620925	1.20082387335342	1.19669277449094
1.17437279400975	1.16661246699099	1.18996813678739	1.18210354875701
1.13664740651924	1.13114337980131	1.15657211113109	1.15143844891496
1.21212337102845	1.20428321119573	1.26437923965561	1.25689009902738
1.15941140799797	1.15657333445635	1.20220623941511	1.19865780811672
