"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
4.39394020341949	3.85681517773838	82.756953911465	506.003445747448
0.837043362786598	0.655150237241866	0.750385560036649	0.676002259854246
1.52252804597747	1.53493486785304	1.69323433520155	1.71443761782431
1.54747074290862	1.53454013068178	1.6611282373851	1.6590025891505
1.63970133411632	1.62446919234042	1.89404890307864	1.90063073012123
1.52376623270458	1.53239194518924	1.70966105025083	1.69531125784312
1.5320628341132	1.53546764755052	1.66955927711284	1.65917896033187
1.57589134382541	1.57682257358837	1.82177708754738	1.81501925791055
1.69712407827014	1.70242584719407	1.87013869109322	1.87501754485045
1.73366008255296	1.74384314199149	1.89804211161271	1.9045505868659
