"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
2.64765784937538	1.95943910333738	4.88371637112873	4.5027932511382
0.833870787001634	0.812983244383878	0.781592175715802	0.765074464977409
1.43669357903507	1.50577621166248	1.56039854058335	1.63253915392684
1.50117170082754	1.53960023467468	1.61754680671967	1.66439308498102
1.538810553567	1.56042618044798	1.73641635457693	1.77764343429258
1.49192401646341	1.53742087455091	1.64107235590686	1.66305056805313
1.49183188528345	1.50827104035383	1.61276572086265	1.62001017686804
1.50420731042684	1.53867918195123	1.71181789213438	1.74560990292031
1.62804530870539	1.66563467441665	1.75823528656762	1.79558841608215
1.66506752624358	1.69142865390575	1.81685415153482	1.83714504328794
