"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
1.71640529273397	1.90454657165863	2.54612993032092	2.53244122573031
1.8490385914701	1.83926992888793	2.40976729021576	2.36868362721194
1.70883233969168	1.69859774114919	2.02370149160069	2.01187324866896
1.67806393940807	1.66897084608615	1.977070588526	1.9730188694184
1.67689993499844	1.67225548406377	1.90299791543238	1.89610176313903
1.75060112566011	1.7524004224229	2.01769842581542	2.0209618296077
1.8423588579727	1.83048191387132	2.05445021656328	2.04112327029598
1.70482706639986	1.69962448838236	1.99489248842267	1.99107429909878
1.8688839802731	1.85748693913019	2.17046562641411	2.15722115267305
1.75415564933536	1.74512025822768	2.06151503578977	2.05306119866611
