"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
4.39394020341949	3.85681517773838	56.1796473154167	51.4157081341285
0.837043362786598	0.655150237241866	0.769884795699363	0.684363154535895
1.52252804597747	1.53493486785304	1.63363351219161	1.64907386304285
1.54747074290862	1.53454013068178	1.71027545714331	1.70692125661487
1.63970133411632	1.62446919234042	1.92925515569101	1.93607890424169
1.52376623270458	1.53239194518924	1.73032927059557	1.71389556848092
1.5320628341132	1.53546764755052	1.67795229926621	1.66551213285742
1.57589134382541	1.57682257358837	1.89358050136756	1.89297013217554
1.69712407827014	1.70242584719407	1.91258094440016	1.92382388679107
1.73366008255296	1.74384314199149	1.92453696157426	1.91809673229869
