"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
0.845909090493992	2.27387077588554	1.12587930482866	5.37727540117209
1.41489334202138	1.74069664278631	1.15724005279853	1.34749362967509
1.48838170889302	1.4614989156142	1.39891569972196	1.37172889390936
1.32550807595166	1.30640823879257	1.22852117388397	1.20462394889947
1.44147643077528	1.40552664343226	1.36605915510212	1.34160931384225
1.52885039895788	1.51028630897809	1.42815428211512	1.42310179575435
1.34034673639577	1.34278764269224	1.32410730445012	1.32138640224818
1.34040828571304	1.33827037065089	1.36638473798826	1.35913434386559
1.37251399233598	1.37188072618598	1.47023061592833	1.46893849280691
1.29990828633854	1.28992224391645	1.33428783428881	1.32651534711655
