"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
0.833969170286565	1.29534331389015	2.03128892486132	2.26099642543377
1.00155049877871	1.0829231077545	0.728825181693858	0.767712282015733
1.40388113231796	1.43546145843562	1.34024956424135	1.36625377706308
1.30392225703422	1.34356425954577	1.29371559108889	1.31585999204905
1.40149104232602	1.40348122178636	1.34018621384987	1.34420864837273
1.46554172356899	1.46661094709536	1.41217646467683	1.42413801256713
1.36528991136446	1.3885484410154	1.35139004227573	1.36588859725344
1.33961374872057	1.35566295053865	1.36404732315372	1.36672210846563
1.3947443501059	1.40437361179818	1.49303932156426	1.49873337368146
1.30689363028727	1.30951284503944	1.33456965896071	1.34089310306451
