"V1"	"V2"	"V3"
0.00962848143900932	5.54907172615349	0.00962965384728165
0.00867850206371896	-0.147280986716761	0.00867850538497437
0.00561262418442154	-1.41324736373886	0.00561301092333931
0.00399267745442648	-1.14835660244206	0.00399293046897112
0.00314481253311377	0.994468133773543	0.00314499078782807
0.00259402574720013	0.482561448183088	0.00259406709777822
0.00211919162164474	1.0585524304938	0.00211938714323468
0.00217709288168718	2.30266799193004	0.00217805017490679
0.0018146307507294	2.74965948169983	0.001816114970696
0.00164868711173937	-1.11128382309651	0.00164890932311434
0.221786751399119	5.76989194694531	0.222376793028606
0.0796645148825951	2.42399187001205	0.0801408049363774
0.0476987915216579	1.64788586146158	0.0479097918842427
0.0327575646891423	1.15038688797553	0.0328597299102528
0.0254606789532802	0.642515596785416	0.0254926891405134
0.0210446686165927	0.54681426810882	0.0210678569864445
0.0168441220052747	0.368920984284174	0.0168546720722476
0.0172455838644222	0.239778265356049	0.0172500201923923
0.0142024014803625	0.0693905517261166	0.0142027681390077
0.0132095809126084	0.569996552147196	0.0132346011295805
