"V1"	"V2"	"V3"
0.000294745552677279	-0.553536006526564	0.000294745601043252
0.0028307146390637	-1.94362846505963	0.00283079649425341
0.00675440715115102	1.45555017261007	0.00675884159268569
0.00573225891573845	0.765326241733254	0.00573348130526681
0.0042832749767079	0.76190157365555	0.00428454258493128
0.00437804080337654	0.674124160250107	0.00437902933129759
0.0040569865823345	-0.0820599550413576	0.00405700121749898
0.00391331943307237	-0.241494862977395	0.00391344690212283
0.00338755091498585	0.573824148149158	0.00338826685079097
0.00320135846041633	0.29198085947771	0.00320154256154498
7.4645264249051	28.7608683653484	7.46454771574252
0.839343326271945	1.93988416330161	0.839358279201415
0.531597592223964	2.90424029966937	0.534677782290685
0.412502255071995	1.84810991483778	0.413721465526433
0.321948729803384	1.29824321774335	0.322558115811073
0.330462094348199	1.22250682885498	0.330998945937965
0.290959324163533	0.518330271992921	0.291056020907767
0.284507545904177	0.510803089573984	0.284601654823862
0.249905915899253	0.581676761394982	0.250026617731249
0.228854207222883	0.665636889635027	0.229010500598226
