"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
0.83454109674066	0.841287912264596	0.929875134539255	0.951427620796597
1.05206520851557	1.04127338717614	1.0247167285429	1.01259291038765
1.15922794775841	1.16017599567762	1.18387935153424	1.18373432807905
1.0778087417529	1.07775770529474	1.09125814489399	1.0904111058827
1.15073747348745	1.14941634661784	1.18724383840934	1.18535708552994
1.15712344242347	1.15724138005085	1.17816959276352	1.17799894202873
1.13856564632919	1.13686018753246	1.15112824235918	1.1491318258238
1.1196351864361	1.11680942030814	1.12652593360051	1.12431256300531
1.13923260121038	1.13652998928125	1.15912615790989	1.1572427896199
1.13377245031057	1.13314397690613	1.15113358873497	1.15039835210426
