"relative_eff_IPW_WR"	"relative_eff_OW_WR"	"relative_eff_DR_WR"	"relative_eff_DROW_WR"
0.773757016545825	0.794845064750019	1.60845847491422	1.5675582494135
1.49941966508806	1.50057076857425	1.49310679337169	1.49513306395781
1.69050229314097	1.63387633982954	1.82532918661878	1.79214694853467
1.52220273876391	1.50355454655295	1.53841380842456	1.5258315888155
1.46751665039004	1.46662178147079	1.57633884726365	1.57635068535518
1.45770316135861	1.45290128784633	1.56675137505488	1.55926035019211
1.5218364425744	1.51880107511368	1.60981594901554	1.60497051758368
1.5499451418127	1.54589784306378	1.60515960082027	1.59702924579211
1.41863747117183	1.41334932244893	1.55076556246809	1.54196205122531
1.45408709442798	1.45304239102969	1.57067618157228	1.57013150381748
