"relative_eff_IPW_WD"	"relative_eff_OW_WD"	"relative_eff_DR_WD"	"relative_eff_DROW_WD"
0.749732817875787	0.720276257534122	2.89163598053938	2.84312260500237
1.18714845352031	1.17072823231931	1.26247681267497	1.24295609308793
1.33987667076272	1.33415764154096	1.33005028779544	1.32350164575224
1.40279875826078	1.39574035701351	1.37606246514228	1.37452786235221
1.35149387228988	1.35004102617869	1.46032519993915	1.45661266141981
1.30931053557513	1.30446100289216	1.35986182197875	1.35496225981775
1.38542878271242	1.38145041846326	1.39779538573704	1.39596939953729
1.37736849472806	1.37799716342017	1.45338380472797	1.45266076703928
1.32566397203412	1.32561260070181	1.39646481652358	1.39592130477231
1.34141209802556	1.3383281378091	1.43029482725388	1.4281079858698
